,req_id,t,req_info,pl_num
1067,958,0,[0 0 0 0],13
1068,959,0,[0 0 0 0],13
1069,960,0,[0 0 0 0],13
1070,961,0,[0 0 0 0],13
1071,962,0,[0 0 0 0],13
1072,963,0,[0 0 0 0],13
1073,964,0,[0 0 0 0],13
1074,965,0,[0 0 0 0],13
1075,966,291,[510   0   0   0],11
1076,966,292,[1347    1    1    0],2
1077,967,0,[0 0 0 0],13
1078,968,0,[0 0 0 0],13
1079,969,0,[0 0 0 0],13
1080,970,0,[0 0 0 0],13
1081,971,293,[561   0   0   0],2
1082,971,294,[637   0   0   0],8
1083,972,0,[0 0 0 0],13
1084,973,0,[0 0 0 0],13
1085,974,295,[409   1   0   0],1
1086,975,0,[0 0 0 0],13
1087,976,0,[0 0 0 0],13
1088,977,0,[0 0 0 0],13
1089,978,0,[0 0 0 0],13
1090,979,0,[0 0 0 0],13
1091,980,0,[0 0 0 0],13
1092,981,0,[0 0 0 0],13
1093,982,0,[0 0 0 0],13
1094,983,0,[0 0 0 0],13
1095,984,0,[0 0 0 0],13
1096,985,0,[0 0 0 0],13
1097,986,0,[0 0 0 0],13
1098,987,0,[0 0 0 0],13
1099,988,296,[165   0   0   0],0
1100,989,0,[0 0 0 0],13
1101,990,0,[0 0 0 0],13
1102,991,297,[733   0   1   0],4
1103,992,0,[0 0 0 0],13
1104,993,0,[0 0 0 0],13
1105,994,0,[0 0 0 0],13
1106,995,0,[0 0 0 0],13
1107,996,0,[0 0 0 0],13
1108,997,0,[0 0 0 0],13
1109,998,0,[0 0 0 0],13
1110,999,298,[589   0   0   0],4
1111,1000,0,[0 0 0 0],13
1112,1001,0,[0 0 0 0],13
1113,1002,0,[0 0 0 0],13
1114,1003,0,[0 0 0 0],13
1115,1004,0,[0 0 0 0],13
1116,1005,0,[0 0 0 0],13
1117,1006,299,[1115    0    0    0],0
1118,1007,0,[0 0 0 0],13
1119,1008,0,[0 0 0 0],13
1120,1009,0,[0 0 0 0],13
1121,1010,0,[0 0 0 0],13
1122,1011,0,[0 0 0 0],13
1123,1012,300,[955   0   0   0],0
1124,1013,0,[0 0 0 0],13
1125,1014,301,[316   0   0   0],11
1126,1015,0,[0 0 0 0],13
1127,1016,302,[873   1   1   0],0
1128,1017,0,[0 0 0 0],13
1129,1018,303,[704   0   0   0],4
1130,1019,0,[0 0 0 0],13
1131,1020,0,[0 0 0 0],13
1132,1021,0,[0 0 0 0],13
1133,1022,0,[0 0 0 0],13
1134,1023,0,[0 0 0 0],13
1135,1024,0,[0 0 0 0],13
1136,1025,0,[0 0 0 0],13
1137,1026,0,[0 0 0 0],13
1138,1027,0,[0 0 0 0],13
1139,1028,0,[0 0 0 0],13
1140,1029,0,[0 0 0 0],13
1141,1030,0,[0 0 0 0],13
1142,1031,304,[651   0   1   0],10
1143,1032,305,[377   0   0   0],10
1144,1033,0,[0 0 0 0],13
1145,1034,306,[149   1   1   0],0
1146,1035,0,[0 0 0 0],13
1147,1036,307,[1406    1    0    0],0
1148,1037,308,[590   0   1   0],0
1149,1038,468,[69  0  1  2],2
1150,1039,0,[0 0 0 0],13
1151,1040,0,[0 0 0 0],13
1152,1041,309,[572   1   0   0],0
1153,1042,310,[557   1   1   0],0
1154,1043,0,[0 0 0 0],13
1155,1044,311,[21  1  1  0],0
1156,1045,0,[0 0 0 0],13
1157,1046,312,[761   0   1   0],0
1158,1047,0,[0 0 0 0],13
1159,1048,0,[0 0 0 0],13
1160,1049,0,[0 0 0 0],13
1161,1050,0,[0 0 0 0],13
1162,1051,0,[0 0 0 0],13
1163,1052,0,[0 0 0 0],13
1164,1053,0,[0 0 0 0],13
1165,1054,0,[0 0 0 0],13
1166,1055,313,[650   0   1   0],0
1167,1056,0,[0 0 0 0],13
1168,1057,0,[0 0 0 0],13
1169,1058,314,[92  0  1  0],0
1170,1059,0,[0 0 0 0],13
1171,1060,315,[792   0   1   0],0
1172,1061,0,[0 0 0 0],13
1173,1062,0,[0 0 0 0],13
1174,1063,317,[934   0   1   0],0
1175,1063,316,[678   1   0   0],0
1176,1064,0,[0 0 0 0],13
1177,1065,0,[0 0 0 0],13
1178,1066,318,[589   1   1   0],0
1179,1067,0,[0 0 0 0],13
1180,1068,0,[0 0 0 0],13
1181,1069,319,[1494    1    0    0],0
1182,1070,0,[0 0 0 0],13
1183,1071,320,[1470    1    1    0],0
1184,1072,0,[0 0 0 0],13
1185,1073,0,[0 0 0 0],13
1186,1074,0,[0 0 0 0],13
1187,1075,0,[0 0 0 0],13
1188,1076,0,[0 0 0 0],13
1189,1077,0,[0 0 0 0],13
1190,1078,321,[366   0   0   0],3
1191,1079,0,[0 0 0 0],13
1192,1080,0,[0 0 0 0],13
1193,1081,0,[0 0 0 0],13
1194,1082,0,[0 0 0 0],13
1195,1083,0,[0 0 0 0],13
1196,1084,0,[0 0 0 0],13
1197,1085,0,[0 0 0 0],13
1198,1086,323,[231   1   0   0],3
1199,1086,322,[512   0   1   0],0
1200,1087,469,[75  1  0  2],2
1201,1088,324,[422   1   0   0],0
1202,1089,326,[1158    1    0    0],0
1203,1089,325,[747   0   0   0],0
1204,1090,0,[0 0 0 0],13
1205,1091,0,[0 0 0 0],13
1206,1092,0,[0 0 0 0],13
1207,1093,0,[0 0 0 0],13
1208,1094,0,[0 0 0 0],13
1209,1095,0,[0 0 0 0],13
1210,1096,470,[41  1  0  1],0
1211,1097,327,[829   1   1   0],0
1212,1097,328,[1303    1    0    0],0
1213,1098,0,[0 0 0 0],13
1214,1099,0,[0 0 0 0],13
1215,1100,329,[350   0   0   0],0
1216,1101,0,[0 0 0 0],13
1217,1102,330,[66  1  1  0],0
1218,1103,0,[0 0 0 0],13
1219,1104,0,[0 0 0 0],13
1220,1105,471,[53  1  0  1],0
1221,1106,0,[0 0 0 0],13
1222,1107,0,[0 0 0 0],13
1223,1108,0,[0 0 0 0],13
1224,1109,331,[158   1   0   0],0
1225,1110,0,[0 0 0 0],13
1226,1111,332,[783   0   0   0],0
1227,1112,0,[0 0 0 0],13
1228,1113,0,[0 0 0 0],13
1229,1114,0,[0 0 0 0],13
1230,1115,0,[0 0 0 0],13
1231,1116,0,[0 0 0 0],13
1232,1117,0,[0 0 0 0],13
1233,1118,0,[0 0 0 0],13
1234,1119,333,[429   0   0   0],0
1235,1120,0,[0 0 0 0],13
1236,1121,0,[0 0 0 0],13
1237,1122,334,[647   1   0   0],0
1238,1123,0,[0 0 0 0],13
1239,1124,0,[0 0 0 0],13
1240,1125,0,[0 0 0 0],13
1241,1126,0,[0 0 0 0],13
1242,1127,0,[0 0 0 0],13
1243,1128,0,[0 0 0 0],13
1244,1129,0,[0 0 0 0],13
1245,1130,0,[0 0 0 0],13
1246,1131,0,[0 0 0 0],13
1247,1132,0,[0 0 0 0],13
1248,1133,335,[685   0   1   0],3
1249,1134,0,[0 0 0 0],13
1250,1135,0,[0 0 0 0],13
1251,1136,0,[0 0 0 0],13
1252,1137,0,[0 0 0 0],13
1253,1138,0,[0 0 0 0],13
1254,1139,336,[631   0   0   0],1
1255,1140,337,[1187    1    0    0],10
1256,1141,0,[0 0 0 0],13
1257,1142,338,[1093    0    0    0],0
1258,1143,0,[0 0 0 0],13
1259,1144,0,[0 0 0 0],13
1260,1145,339,[367   0   0   0],0
1261,1146,0,[0 0 0 0],13
1262,1147,340,[278   1   0   0],5
1263,1148,0,[0 0 0 0],13
1264,1149,472,[53  1  0  1],0
1265,1150,0,[0 0 0 0],13
1266,1151,0,[0 0 0 0],13
1267,1152,0,[0 0 0 0],13
1268,1153,341,[376   0   0   0],4
1269,1153,342,[509   1   1   0],1
1270,1154,0,[0 0 0 0],13
1271,1155,343,[1421    0    0    0],0
1272,1156,473,[53  1  0  1],0
1273,1157,0,[0 0 0 0],13
1274,1158,0,[0 0 0 0],13
1275,1159,0,[0 0 0 0],13
1276,1160,344,[429   0   1   0],7
1277,1160,345,[1392    0    1    0],0
1278,1161,0,[0 0 0 0],13
1279,1162,0,[0 0 0 0],13
1280,1163,0,[0 0 0 0],13
1281,1164,0,[0 0 0 0],13
1282,1165,0,[0 0 0 0],13
1283,1166,0,[0 0 0 0],13
1284,1167,0,[0 0 0 0],13
1285,1168,0,[0 0 0 0],13
1286,1169,0,[0 0 0 0],13
1287,1170,0,[0 0 0 0],13
1288,1171,0,[0 0 0 0],13
1289,1172,346,[482   1   1   0],5
1290,1173,0,[0 0 0 0],13
1291,1174,0,[0 0 0 0],13
1292,1175,0,[0 0 0 0],13
1293,1176,0,[0 0 0 0],13
1294,1177,0,[0 0 0 0],13
1295,1178,347,[1358    1    1    0],2
1296,1179,348,[252   0   1   0],2
1297,1180,0,[0 0 0 0],13
1298,1181,0,[0 0 0 0],13
1299,1182,0,[0 0 0 0],13
1300,1183,0,[0 0 0 0],13
1301,1184,349,[423   0   0   0],4
1302,1185,0,[0 0 0 0],13
1303,1186,0,[0 0 0 0],13
1304,1187,0,[0 0 0 0],13
1305,1188,0,[0 0 0 0],13
1306,1189,0,[0 0 0 0],13
1307,1190,0,[0 0 0 0],13
1308,1191,0,[0 0 0 0],13
1309,1192,0,[0 0 0 0],13
1310,1193,0,[0 0 0 0],13
1311,1194,0,[0 0 0 0],13
1312,1195,0,[0 0 0 0],13
1313,1196,350,[348   1   1   0],10
1314,1197,351,[650   1   0   0],0
1315,1198,0,[0 0 0 0],13
1316,1199,0,[0 0 0 0],13
1317,1200,0,[0 0 0 0],13
1318,1201,352,[390   0   0   0],1
1319,1202,0,[0 0 0 0],13
1320,1203,353,[1316    0    1    0],1
1321,1204,354,[9 1 0 0],7
1322,1205,355,[665   0   1   0],0
1323,1206,0,[0 0 0 0],13
1324,1207,0,[0 0 0 0],13
1325,1208,0,[0 0 0 0],13
1326,1209,356,[1358    0    0    0],0
1327,1210,0,[0 0 0 0],13
1328,1211,357,[1124    1    1    0],1
1329,1212,358,[1490    0    0    0],5
1330,1213,359,[269   0   1   0],0
1331,1214,360,[659   0   0   0],0
1332,1215,0,[0 0 0 0],13
1333,1216,0,[0 0 0 0],13
1334,1217,0,[0 0 0 0],13
1335,1218,0,[0 0 0 0],13
1336,1219,361,[1512    1    1    0],0
1337,1220,362,[601   1   1   0],10
1338,1221,0,[0 0 0 0],13
1339,1222,363,[466   1   0   0],7
1340,1223,0,[0 0 0 0],13
1341,1224,364,[272   0   1   0],0
1342,1225,365,[101   1   1   0],2
1343,1226,0,[0 0 0 0],13
1344,1227,366,[275   0   0   0],0
1345,1228,367,[1388    0    0    0],0
1346,1229,0,[0 0 0 0],13
1347,1230,474,[26  0  0  1],0
1348,1231,0,[0 0 0 0],13
1349,1232,368,[1127    0    1    0],1
1350,1233,0,[0 0 0 0],13
1351,1234,0,[0 0 0 0],13
1352,1235,0,[0 0 0 0],13
1353,1236,369,[779   0   1   0],2
1354,1237,0,[0 0 0 0],13
1355,1238,370,[796   1   1   0],2
1356,1239,475,[66  0  0  2],2
1357,1240,0,[0 0 0 0],13
1358,1241,0,[0 0 0 0],13
1359,1242,0,[0 0 0 0],13
1360,1243,0,[0 0 0 0],13
1361,1244,371,[937   1   0   0],0
1362,1245,476,[60  1  0  1],0
1363,1246,372,[836   0   1   0],1
1364,1247,373,[1241    1    1    0],0
1365,1248,374,[1356    1    1    0],0
1366,1249,0,[0 0 0 0],13
1367,1250,375,[749   0   1   0],10
1368,1251,0,[0 0 0 0],13
1369,1252,0,[0 0 0 0],13
1370,1253,0,[0 0 0 0],13
1371,1254,376,[813   0   0   0],5
1372,1255,377,[153   1   0   0],1
1373,1256,0,[0 0 0 0],13
1374,1257,0,[0 0 0 0],13
1375,1258,378,[690   1   1   0],0
1376,1258,379,[586   1   0   0],8
1377,1259,0,[0 0 0 0],13
1378,1260,0,[0 0 0 0],13
1379,1261,0,[0 0 0 0],13
1380,1262,0,[0 0 0 0],13
1381,1263,0,[0 0 0 0],13
1382,1264,0,[0 0 0 0],13
1383,1265,0,[0 0 0 0],13
1384,1266,0,[0 0 0 0],13
1385,1267,0,[0 0 0 0],13
1386,1268,0,[0 0 0 0],13
1387,1269,380,[526   1   0   0],0
1388,1270,0,[0 0 0 0],13
1389,1271,0,[0 0 0 0],13
1390,1272,381,[856   0   1   0],1
1391,1273,0,[0 0 0 0],13
1392,1274,0,[0 0 0 0],13
1393,1275,0,[0 0 0 0],13
1394,1276,0,[0 0 0 0],13
1395,1277,382,[323   1   1   0],8
1396,1278,0,[0 0 0 0],13
1397,1279,0,[0 0 0 0],13
1398,1280,383,[585   1   1   0],10
1399,1281,0,[0 0 0 0],13
1400,1282,0,[0 0 0 0],13
1401,1283,477,[67  1  1  2],0
1402,1284,0,[0 0 0 0],13
1403,1285,0,[0 0 0 0],13
1404,1286,384,[576   1   0   0],0
1405,1287,0,[0 0 0 0],13
1406,1288,0,[0 0 0 0],13
1407,1289,0,[0 0 0 0],13
1408,1290,478,[57  0  1  1],2
1409,1291,0,[0 0 0 0],13
1410,1292,0,[0 0 0 0],13
1411,1293,0,[0 0 0 0],13
1412,1294,0,[0 0 0 0],13
1413,1295,0,[0 0 0 0],13
1414,1296,0,[0 0 0 0],13
1415,1297,0,[0 0 0 0],13
1416,1298,385,[662   0   0   0],7
1417,1299,0,[0 0 0 0],13
1418,1300,479,[86  1  1  2],2
1419,1301,0,[0 0 0 0],13
1420,1302,0,[0 0 0 0],13
1421,1303,480,[44  0  1  1],0
1422,1304,481,[25  1  1  1],0
1423,1305,0,[0 0 0 0],13
1424,1306,0,[0 0 0 0],13
1425,1307,0,[0 0 0 0],13
1426,1308,0,[0 0 0 0],13
1427,1309,482,[37  1  1  1],2
1428,1310,0,[0 0 0 0],13
1429,1311,0,[0 0 0 0],13
1430,1312,0,[0 0 0 0],13
1431,1313,0,[0 0 0 0],13
1432,1314,0,[0 0 0 0],13
1433,1315,0,[0 0 0 0],13
1434,1316,0,[0 0 0 0],13
1435,1317,0,[0 0 0 0],13
1436,1318,0,[0 0 0 0],13
1437,1319,0,[0 0 0 0],13
1438,1320,0,[0 0 0 0],13
1439,1321,0,[0 0 0 0],13
1440,1322,386,[662   1   0   0],3
1441,1323,0,[0 0 0 0],13
1442,1324,0,[0 0 0 0],13
1443,1325,0,[0 0 0 0],13
1444,1326,483,[59  0  1  1],11
1445,1327,0,[0 0 0 0],13
1446,1328,484,[39  1  1  1],0
1447,1328,485,[49  0  0  1],0
1448,1329,387,[68  1  0  0],10
1449,1330,0,[0 0 0 0],13
1450,1331,0,[0 0 0 0],13
1451,1332,0,[0 0 0 0],13
1452,1333,0,[0 0 0 0],13
1453,1334,388,[1202    0    1    0],11
1454,1334,389,[452   1   1   0],12
1455,1335,0,[0 0 0 0],13
1456,1336,0,[0 0 0 0],13
1457,1337,0,[0 0 0 0],13
1458,1338,0,[0 0 0 0],13
1459,1339,0,[0 0 0 0],13
1460,1340,0,[0 0 0 0],13
1461,1341,0,[0 0 0 0],13
1462,1342,390,[1257    1    1    0],12
1463,1343,0,[0 0 0 0],13
1464,1344,0,[0 0 0 0],13
1465,1345,486,[21  0  0  1],0
1466,1345,487,[79  0  0  2],2
1467,1346,0,[0 0 0 0],13
1468,1347,0,[0 0 0 0],13
1469,1348,0,[0 0 0 0],13
1470,1349,0,[0 0 0 0],13
1471,1350,0,[0 0 0 0],13
1472,1351,488,[49  0  0  1],2
1473,1352,489,[32  0  1  1],0
1474,1352,391,[1362    0    0    0],1
1475,1353,0,[0 0 0 0],13
1476,1354,0,[0 0 0 0],13
1477,1355,0,[0 0 0 0],13
1478,1356,0,[0 0 0 0],13
1479,1357,490,[61  0  1  2],2
1480,1358,0,[0 0 0 0],13
1481,1359,392,[1133    1    1    0],1
1482,1360,0,[0 0 0 0],13
1483,1361,0,[0 0 0 0],13
1484,1362,393,[707   1   1   0],10
1485,1363,491,[70  0  0  2],2
1486,1364,0,[0 0 0 0],13
1487,1365,0,[0 0 0 0],13
1488,1366,0,[0 0 0 0],13
1489,1367,0,[0 0 0 0],13
1490,1368,0,[0 0 0 0],13
1491,1369,394,[450   1   1   0],0
1492,1370,0,[0 0 0 0],13
1493,1371,0,[0 0 0 0],13
1494,1372,0,[0 0 0 0],13
1495,1373,0,[0 0 0 0],13
1496,1374,0,[0 0 0 0],13
1497,1375,0,[0 0 0 0],13
1498,1376,0,[0 0 0 0],13
1499,1377,0,[0 0 0 0],13
1500,1378,0,[0 0 0 0],13
1501,1379,0,[0 0 0 0],13
1502,1380,0,[0 0 0 0],13
1503,1381,0,[0 0 0 0],13
1504,1382,0,[0 0 0 0],13
1505,1383,0,[0 0 0 0],13
1506,1384,0,[0 0 0 0],13
1507,1385,492,[27  0  1  1],5
1508,1386,0,[0 0 0 0],13
1509,1387,0,[0 0 0 0],13
1510,1388,0,[0 0 0 0],13
1511,1389,0,[0 0 0 0],13
1512,1390,0,[0 0 0 0],13
1513,1391,0,[0 0 0 0],13
1514,1392,493,[63  0  1  2],2
1515,1393,0,[0 0 0 0],13
1516,1394,0,[0 0 0 0],13
1517,1395,0,[0 0 0 0],13
1518,1396,0,[0 0 0 0],13
1519,1397,0,[0 0 0 0],13
1520,1398,494,[51  1  0  1],11
1521,1399,395,[852   1   0   0],1
1522,1400,0,[0 0 0 0],13
1523,1401,0,[0 0 0 0],13
1524,1402,0,[0 0 0 0],13
1525,1403,0,[0 0 0 0],13
1526,1404,0,[0 0 0 0],13
1527,1405,0,[0 0 0 0],13
1528,1406,0,[0 0 0 0],13
1529,1407,0,[0 0 0 0],13
1530,1408,0,[0 0 0 0],13
1531,1409,0,[0 0 0 0],13
1532,1410,0,[0 0 0 0],13
1533,1411,0,[0 0 0 0],13
1534,1412,495,[44  0  1  1],2
1535,1413,0,[0 0 0 0],13
1536,1414,0,[0 0 0 0],13
1537,1415,0,[0 0 0 0],13
1538,1416,0,[0 0 0 0],13
1539,1417,0,[0 0 0 0],13
1540,1418,396,[351   1   0   0],10
1541,1419,496,[56  1  1  1],5
1542,1420,0,[0 0 0 0],13
1543,1421,0,[0 0 0 0],13
1544,1422,0,[0 0 0 0],13
1545,1423,497,[43  0  1  1],5
1546,1423,397,[160   1   0   0],1
1547,1423,498,[97  0  1  2],2
1548,1424,0,[0 0 0 0],13
1549,1425,0,[0 0 0 0],13
1550,1426,499,[103   1   0   2],2
1551,1427,0,[0 0 0 0],13
1552,1428,0,[0 0 0 0],13
1553,1429,0,[0 0 0 0],13
1554,1430,0,[0 0 0 0],13
1555,1431,0,[0 0 0 0],13
1556,1432,398,[359   1   1   0],10
1557,1433,0,[0 0 0 0],13
1558,1434,399,[205   0   0   0],4
1559,1435,0,[0 0 0 0],13
1560,1436,0,[0 0 0 0],13
1561,1437,0,[0 0 0 0],13
1562,1438,0,[0 0 0 0],13
1563,1439,0,[0 0 0 0],13
1564,1440,0,[0 0 0 0],13
